a_Last1_chunk_bitrate,a_Last1_buffer_size,a_Last8_throughput,a_Last7_throughput,a_Last6_throughput,a_Last5_throughput,a_Last4_throughput,a_Last3_throughput,a_Last2_throughput,a_Last1_throughput,a_Last8_downloadtime,a_Last7_downloadtime,a_Last6_downloadtime,a_Last5_downloadtime,a_Last4_downloadtime,a_Last3_downloadtime,a_Last2_downloadtime,a_Last1_downloadtime,a_chunksize1,a_chunksize2,a_chunksize3,a_chunksize4,a_chunksize5,a_chunksize6,a_Chunks_left,a_br
0.43023255813953487,1.8219279572825822,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.002,10.766,2.220,1.596,4.270,9.019,1.986,1.868,3.573,0.40,0.90,0.87,0.39,0.39,0.85,0.4791666666666667,1850
0.43023255813953487,1.8321225005600934,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,2.220,1.596,4.270,9.019,1.986,1.868,3.573,3.898,0.90,0.87,0.39,0.39,0.85,0.88,0.4583333333333333,1850
0.43023255813953487,1.854514517551173,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,1.596,4.270,9.019,1.986,1.868,3.573,3.898,3.776,0.87,0.39,0.39,0.85,0.88,0.88,0.4375,1850
0.43023255813953487,1.8092223666002252,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,4.270,9.019,1.986,1.868,3.573,3.898,3.776,4.453,0.39,0.39,0.85,0.88,0.88,1.05,0.4166666666666667,1850
0.43023255813953487,1.8837186442699445,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,9.019,1.986,1.868,3.573,3.898,3.776,4.453,3.255,0.39,0.85,0.88,0.88,1.05,0.74,0.3958333333333333,1850
0.43023255813953487,1.871328698360696,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.986,1.868,3.573,3.898,3.776,4.453,3.255,4.124,0.85,0.88,0.88,1.05,0.74,0.95,0.375,1850
0.43023255813953487,1.8928723961004816,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,1.868,3.573,3.898,3.776,4.453,3.255,4.124,3.785,0.88,0.88,1.05,0.74,0.95,0.95,0.3541666666666667,1850
0.43023255813953487,1.9360944485399911,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.573,3.898,3.776,4.453,3.255,4.124,3.785,3.568,0.88,1.05,0.74,0.95,0.95,0.85,0.3333333333333333,1850
0.43023255813953487,1.956732985937056,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.898,3.776,4.453,3.255,4.124,3.785,3.568,3.794,1.05,0.74,0.95,0.95,0.85,0.93,0.3125,1850
0.43023255813953487,1.979224151819053,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.776,4.453,3.255,4.124,3.785,3.568,3.794,3.775,0.74,0.95,0.95,0.85,0.93,0.86,0.2916666666666667,1850
0.43023255813953487,1.9469892472062216,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,4.453,3.255,4.124,3.785,3.568,3.794,3.775,4.322,0.95,0.95,0.85,0.93,0.86,1.01,0.2708333333333333,1850
0.43023255813953487,1.8522216493954808,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.255,4.124,3.785,3.568,3.794,3.775,4.322,4.948,0.95,0.85,0.93,0.86,1.01,1.00,0.25,1850
0.43023255813953487,1.6795286154588147,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,4.124,3.785,3.568,3.794,3.775,4.322,4.948,5.727,0.85,0.93,0.86,1.01,1.00,0.92,0.22916666666666666,1850
0.43023255813953487,1.4352723487037842,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,3.785,3.568,3.794,3.775,4.322,4.948,5.727,6.443,0.93,0.86,1.01,1.00,0.92,0.71,0.20833333333333334,1850
0.43023255813953487,1.362910516899016,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,3.568,3.794,3.775,4.322,4.948,5.727,6.443,4.724,0.86,1.01,1.00,0.92,0.71,0.92,0.1875,1850
0.43023255813953487,1.3025526261161584,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,3.794,3.775,4.322,4.948,5.727,6.443,4.724,4.604,1.01,1.00,0.92,0.71,0.92,0.89,0.16666666666666666,1850
0.43023255813953487,1.1829622295595594,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.001,3.775,4.322,4.948,5.727,6.443,4.724,4.604,5.196,1.00,0.92,0.71,0.92,0.89,0.91,0.14583333333333334,1850
0.43023255813953487,1.133870616863679,0.002,0.002,0.001,0.001,0.002,0.002,0.001,0.002,4.322,4.948,5.727,6.443,4.724,4.604,5.196,4.491,0.92,0.71,0.92,0.89,0.91,0.84,0.125,750
0.1744186046511628,1.309278277992141,0.002,0.001,0.001,0.002,0.002,0.001,0.002,0.001,4.948,5.727,6.443,4.724,4.604,5.196,4.491,2.246,0.71,0.92,0.89,0.91,0.84,0.38,0.10416666666666667,750
0.1744186046511628,1.4980373487695757,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.001,5.727,6.443,4.724,4.604,5.196,4.491,2.246,2.112,0.92,0.89,0.91,0.84,0.38,0.36,0.08333333333333333,750
0.1744186046511628,1.6519273342993928,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.001,6.443,4.724,4.604,5.196,4.491,2.246,2.112,2.461,0.89,0.91,0.84,0.38,0.36,0.43,0.0625,750
0.1744186046511628,1.7877940938170358,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.001,4.724,4.604,5.196,4.491,2.246,2.112,2.461,2.641,0.91,0.84,0.38,0.36,0.43,0.39,0.041666666666666664,750
0.1744186046511628,1.9160202873779162,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,4.604,5.196,4.491,2.246,2.112,2.461,2.641,2.718,0.84,0.38,0.36,0.43,0.39,0.38,0.020833333333333332,1850
0.43023255813953487,1.8448738497136188,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.001,5.196,4.491,2.246,2.112,2.461,2.641,2.718,4.711,0.38,0.36,0.43,0.39,0.38,0.81,0.0,1850
0.1744186046511628,1.8786917460853043,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.002,4.491,2.246,2.112,2.461,2.641,2.718,4.711,3.662,0.36,0.43,0.39,0.38,0.81,0.83,0.9791666666666666,750
0.1744186046511628,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.002,0.001,2.246,2.112,2.461,2.641,2.718,4.711,3.662,4.034,0.43,0.39,0.38,0.81,0.83,0.44,0.9583333333333334,300
0.06976744186046512,0.6883698661312633,0.001,0.001,0.001,0.001,0.001,0.002,0.001,0.001,2.112,2.461,2.641,2.718,4.711,3.662,4.034,1.116,0.39,0.38,0.81,0.83,0.44,0.15,0.9375,300
0.06976744186046512,0.9877162052650885,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,2.461,2.641,2.718,4.711,3.662,4.034,1.116,1.007,0.38,0.81,0.83,0.44,0.15,0.14,0.9166666666666666,750
0.1744186046511628,1.1887679324613065,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,2.641,2.718,4.711,3.662,4.034,1.116,1.007,1.989,0.81,0.83,0.44,0.15,0.14,0.37,0.8958333333333334,750
0.1744186046511628,1.2701550073375052,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,2.718,4.711,3.662,4.034,1.116,1.007,1.989,3.186,0.83,0.44,0.15,0.14,0.37,0.40,0.875,750
0.1744186046511628,1.4372774028432476,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,4.711,3.662,4.034,1.116,1.007,1.989,3.186,2.329,0.44,0.15,0.14,0.37,0.40,0.31,0.8541666666666666,750
0.1744186046511628,1.6385347885062598,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.001,3.662,4.034,1.116,1.007,1.989,3.186,2.329,1.987,0.15,0.14,0.37,0.40,0.31,0.34,0.8333333333333334,750
0.1744186046511628,1.8166742801212972,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,4.034,1.116,1.007,1.989,3.186,2.329,1.987,2.219,0.14,0.37,0.40,0.31,0.34,0.43,0.8125,1200
0.27906976744186046,1.9139850401251262,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.002,1.116,1.007,1.989,3.186,2.329,1.987,2.219,3.027,0.37,0.40,0.31,0.34,0.43,0.57,0.7916666666666666,1850
0.43023255813953487,1.7411661377160468,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.001,1.007,1.989,3.186,2.329,1.987,2.219,3.027,5.728,0.40,0.31,0.34,0.43,0.57,0.89,0.7708333333333334,1850
0.43023255813953487,1.7696802821142235,0.002,0.001,0.001,0.001,0.002,0.002,0.001,0.002,1.989,3.186,2.329,1.987,2.219,3.027,5.728,3.715,0.31,0.34,0.43,0.57,0.89,0.92,0.75,1850
0.43023255813953487,1.871236638805324,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.002,3.186,2.329,1.987,2.219,3.027,5.728,3.715,2.984,0.34,0.43,0.57,0.89,0.92,0.90,0.7291666666666666,1850
0.43023255813953487,1.8977939805589465,0.001,0.001,0.002,0.002,0.001,0.002,0.002,0.002,2.329,1.987,2.219,3.027,5.728,3.715,2.984,3.734,0.43,0.57,0.89,0.92,0.90,0.92,0.7083333333333334,1850
0.43023255813953487,1.8884419263426921,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,1.987,2.219,3.027,5.728,3.715,2.984,3.734,4.094,0.57,0.89,0.92,0.90,0.92,1.01,0.6875,1850
0.43023255813953487,1.9619724351200278,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,2.219,3.027,5.728,3.715,2.984,3.734,4.094,3.265,0.89,0.92,0.90,0.92,1.01,0.80,0.6666666666666666,1850
0.43023255813953487,1.9141467664296978,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,3.027,5.728,3.715,2.984,3.734,4.094,3.265,4.478,0.92,0.90,0.92,1.01,0.80,0.90,0.6458333333333334,1850
0.43023255813953487,1.691080778311374,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001,5.728,3.715,2.984,3.734,4.094,3.265,4.478,6.231,0.90,0.92,1.01,0.80,0.90,0.94,0.625,1850
0.43023255813953487,1.7498548127633626,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,3.715,2.984,3.734,4.094,3.265,4.478,6.231,3.412,0.92,1.01,0.80,0.90,0.94,0.86,0.6041666666666666,1850
0.43023255813953487,1.7929883492003522,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,2.984,3.734,4.094,3.265,4.478,6.231,3.412,3.569,1.01,0.80,0.90,0.94,0.86,0.96,0.5833333333333334,1850
0.43023255813953487,1.628993138410999,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.001,3.734,4.094,3.265,4.478,6.231,3.412,3.569,5.640,0.80,0.90,0.94,0.86,0.96,0.90,0.5625,1850
0.43023255813953487,1.6715332441864135,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0.002,4.094,3.265,4.478,6.231,3.412,3.569,5.640,3.575,0.90,0.94,0.86,0.96,0.90,0.87,0.5416666666666666,1850
0.43023255813953487,1.6945772689102057,0.002,0.002,0.001,0.002,0.002,0.001,0.002,0.002,3.265,4.478,6.231,3.412,3.569,5.640,3.575,3.770,0.94,0.86,0.96,0.90,0.87,0.93,0.5208333333333334,1850
0.43023255813953487,1.697128219224266,0.002,0.001,0.002,0.002,0.001,0.002,0.002,0.002,4.478,6.231,3.412,3.569,5.640,3.575,3.770,3.974,0.86,0.96,0.90,0.87,0.93,0.95,0.5,1850
0.43023255813953487,1.8085872771084612,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,6.231,3.412,3.569,5.640,3.575,3.770,3.974,2.885,0.96,0.90,0.87,0.93,0.95,0.85,0.4791666666666667,1850
0.43023255813953487,2.0058085524954397,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.004,3.412,3.569,5.640,3.575,3.770,3.974,2.885,2.028,0.90,0.87,0.93,0.95,0.85,0.88,0.4583333333333333,1850
0.43023255813953487,2.1666072770599056,0.002,0.001,0.002,0.002,0.002,0.002,0.004,0.003,3.569,5.640,3.575,3.770,3.974,2.885,2.028,2.392,0.87,0.93,0.95,0.85,0.88,0.88,0.4375,1850
0.43023255813953487,2.2339698014562357,0.001,0.002,0.002,0.002,0.002,0.004,0.003,0.003,5.640,3.575,3.770,3.974,2.885,2.028,2.392,3.326,0.93,0.95,0.85,0.88,0.88,1.05,0.4166666666666667,1850
0.43023255813953487,2.3619727848961025,0.002,0.002,0.002,0.002,0.004,0.003,0.003,0.002,3.575,3.770,3.974,2.885,2.028,2.392,3.326,2.720,0.95,0.85,0.88,0.88,1.05,0.74,0.3958333333333333,1850
0.43023255813953487,2.4897376900890857,0.002,0.002,0.002,0.004,0.003,0.003,0.002,0.003,3.770,3.974,2.885,2.028,2.392,3.326,2.720,2.722,0.85,0.88,0.88,1.05,0.74,0.95,0.375,1850
0.43023255813953487,2.6266493374987747,0.002,0.002,0.004,0.003,0.003,0.002,0.003,0.003,3.974,2.885,2.028,2.392,3.326,2.720,2.722,2.631,0.88,0.88,1.05,0.74,0.95,0.95,0.3541666666666667,1850
0.43023255813953487,2.8389071811384383,0.002,0.004,0.003,0.003,0.002,0.003,0.003,0.004,2.885,2.028,2.392,3.326,2.720,2.722,2.631,1.877,0.88,1.05,0.74,0.95,0.95,0.85,0.3333333333333333,1850
0.43023255813953487,3.0213742837380897,0.004,0.003,0.003,0.002,0.003,0.003,0.004,0.004,2.028,2.392,3.326,2.720,2.722,2.631,1.877,2.175,1.05,0.74,0.95,0.95,0.85,0.93,0.3125,1850
0.43023255813953487,3.25998653763616,0.003,0.003,0.002,0.003,0.003,0.004,0.004,0.004,2.392,3.326,2.720,2.722,2.631,1.877,2.175,1.614,0.74,0.95,0.95,0.85,0.93,0.86,0.2916666666666667,4300
1.0,3.180641678960598,0.003,0.002,0.003,0.003,0.004,0.004,0.004,0.004,3.326,2.720,2.722,2.631,1.877,2.175,1.614,4.793,0.95,0.95,0.85,0.93,0.86,2.23,0.2708333333333333,4300
1.0,2.84551560728801,0.002,0.003,0.003,0.004,0.004,0.004,0.004,0.003,2.720,2.722,2.631,1.877,2.175,1.614,4.793,7.351,0.95,0.85,0.93,0.86,2.23,2.25,0.25,4300
1.0,2.3594422824573877,0.003,0.003,0.004,0.004,0.004,0.004,0.003,0.002,2.722,2.631,1.877,2.175,1.614,4.793,7.351,8.861,0.85,0.93,0.86,2.23,2.25,2.09,0.22916666666666666,4300
1.0,2.2762780461654177,0.003,0.004,0.004,0.004,0.004,0.003,0.002,0.003,2.631,1.877,2.175,1.614,4.793,7.351,8.861,4.832,0.93,0.86,2.23,2.25,2.09,1.87,0.20833333333333334,4300
1.0,2.172608662787764,0.004,0.004,0.004,0.004,0.003,0.002,0.003,0.003,1.877,2.175,1.614,4.793,7.351,8.861,4.832,5.037,0.86,2.23,2.25,2.09,1.87,2.10,0.1875,4300
1.0,2.0584792990844845,0.004,0.004,0.004,0.003,0.002,0.003,0.003,0.003,2.175,1.614,4.793,7.351,8.861,4.832,5.037,5.141,2.23,2.25,2.09,1.87,2.10,2.08,0.16666666666666666,4300
1.0,1.9045695778449385,0.004,0.004,0.003,0.002,0.003,0.003,0.003,0.003,1.614,4.793,7.351,8.861,4.832,5.037,5.141,5.539,2.25,2.09,1.87,2.10,2.08,2.10,0.14583333333333334,4300
1.0,1.5381944798275737,0.004,0.003,0.002,0.003,0.003,0.003,0.003,0.002,4.793,7.351,8.861,4.832,5.037,5.141,5.539,7.664,2.09,1.87,2.10,2.08,2.10,2.06,0.125,4300
1.0,1.0873024088203904,0.003,0.002,0.003,0.003,0.003,0.003,0.002,0.002,7.351,8.861,4.832,5.037,5.141,5.539,7.664,8.509,1.87,2.10,2.08,2.10,2.06,2.13,0.10416666666666667,1850
0.43023255813953487,1.1486905824494467,0.002,0.003,0.003,0.003,0.003,0.002,0.002,0.002,8.861,4.832,5.037,5.141,5.539,7.664,8.509,3.386,2.10,2.08,2.10,2.06,2.13,0.87,0.08333333333333333,1200
0.27906976744186046,1.3384319092761912,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,4.832,5.037,5.141,5.539,7.664,8.509,3.386,2.103,2.08,2.10,2.06,2.13,0.87,0.62,0.0625,1850
0.43023255813953487,1.4081982197748875,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,5.037,5.141,5.539,7.664,8.509,3.386,2.103,3.302,2.10,2.06,2.13,0.87,0.62,0.94,0.041666666666666664,1850
0.43023255813953487,1.3618468789625102,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,5.141,5.539,7.664,8.509,3.386,2.103,3.302,4.464,2.06,2.13,0.87,0.62,0.94,0.96,0.020833333333333332,1850
0.43023255813953487,1.3045173183424077,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,5.539,7.664,8.509,3.386,2.103,3.302,4.464,4.573,2.13,0.87,0.62,0.94,0.96,0.81,0.0,1850
0.1744186046511628,1.25116090828294,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,7.664,8.509,3.386,2.103,3.302,4.464,4.573,4.534,0.87,0.62,0.94,0.96,0.81,0.83,0.9791666666666666,750
0.1744186046511628,0.4,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,8.509,3.386,2.103,3.302,4.464,4.573,4.534,5.058,0.62,0.94,0.96,0.81,0.83,0.44,0.9583333333333334,300
0.06976744186046512,0.6569262484946178,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,3.386,2.103,3.302,4.464,4.573,4.534,5.058,1.431,0.94,0.96,0.81,0.83,0.44,0.15,0.9375,300
0.06976744186046512,0.9170674249107659,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,2.103,3.302,4.464,4.573,4.534,5.058,1.431,1.399,0.96,0.81,0.83,0.44,0.15,0.14,0.9166666666666666,300
0.06976744186046512,1.1725696236446361,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,3.302,4.464,4.573,4.534,5.058,1.431,1.399,1.445,0.81,0.83,0.44,0.15,0.14,0.15,0.8958333333333334,300
0.06976744186046512,1.4077456108354034,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.464,4.573,4.534,5.058,1.431,1.399,1.445,1.648,0.83,0.44,0.15,0.14,0.15,0.16,0.875,750
0.1744186046511628,1.520203762453574,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.573,4.534,5.058,1.431,1.399,1.445,1.648,2.875,0.44,0.15,0.14,0.15,0.16,0.31,0.8541666666666666,750
0.1744186046511628,1.598697545833698,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.534,5.058,1.431,1.399,1.445,1.648,2.875,3.215,0.15,0.14,0.15,0.16,0.31,0.34,0.8333333333333334,750
0.1744186046511628,1.620032934765452,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.058,1.431,1.399,1.445,1.648,2.875,3.215,3.787,0.14,0.15,0.16,0.31,0.34,0.43,0.8125,750
0.1744186046511628,1.693890131304391,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.431,1.399,1.445,1.648,2.875,3.215,3.787,3.261,0.15,0.16,0.31,0.34,0.43,0.37,0.7916666666666666,1200
0.27906976744186046,1.603428871087028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.399,1.445,1.648,2.875,3.215,3.787,3.261,4.905,0.16,0.31,0.34,0.43,0.37,0.55,0.7708333333333334,750
0.1744186046511628,1.5917937939885431,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.445,1.648,2.875,3.215,3.787,3.261,4.905,4.116,0.31,0.34,0.43,0.37,0.55,0.34,0.75,750
0.1744186046511628,1.5189250539558028,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.648,2.875,3.215,3.787,3.261,4.905,4.116,4.729,0.34,0.43,0.37,0.55,0.34,0.40,0.7291666666666666,750
0.1744186046511628,1.5851568234969367,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.875,3.215,3.787,3.261,4.905,4.116,4.729,3.338,0.43,0.37,0.55,0.34,0.40,0.38,0.7083333333333334,750
0.1744186046511628,1.5745773285926614,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.215,3.787,3.261,4.905,4.116,4.729,3.338,4.106,0.37,0.55,0.34,0.40,0.38,0.42,0.6875,750
0.1744186046511628,1.6465681604921762,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.787,3.261,4.905,4.116,4.729,3.338,4.106,3.280,0.55,0.34,0.40,0.38,0.42,0.33,0.6666666666666666,750
0.1744186046511628,1.6941043086422023,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.261,4.905,4.116,4.729,3.338,4.106,3.280,3.525,0.34,0.40,0.38,0.42,0.33,0.36,0.6458333333333334,750
0.1744186046511628,1.603739472162265,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.905,4.116,4.729,3.338,4.106,3.280,3.525,4.904,0.40,0.38,0.42,0.33,0.36,0.35,0.625,750
0.1744186046511628,1.5102624334816817,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.116,4.729,3.338,4.106,3.280,3.525,4.904,4.935,0.38,0.42,0.33,0.36,0.35,0.36,0.6041666666666666,750
0.1744186046511628,1.347024182430334,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.729,3.338,4.106,3.280,3.525,4.904,4.935,5.632,0.42,0.33,0.36,0.35,0.36,0.40,0.5833333333333334,750
0.1744186046511628,1.3107201789048286,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.338,4.106,3.280,3.525,4.904,4.935,5.632,4.363,0.33,0.36,0.35,0.36,0.40,0.34,0.5625,750
0.1744186046511628,1.4179102034955517,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.106,3.280,3.525,4.904,4.935,5.632,4.363,2.928,0.36,0.35,0.36,0.40,0.34,0.38,0.5416666666666666,750
0.1744186046511628,1.48616610224694,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.280,3.525,4.904,4.935,5.632,4.363,2.928,3.317,0.35,0.36,0.40,0.34,0.38,0.39,0.5208333333333334,750
0.1744186046511628,1.4483940143768441,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.525,4.904,4.935,5.632,4.363,2.928,3.317,4.378,0.36,0.40,0.34,0.38,0.39,0.39,0.5,750
