a_Last1_chunk_bitrate,a_Last1_buffer_size,a_Last8_throughput,a_Last7_throughput,a_Last6_throughput,a_Last5_throughput,a_Last4_throughput,a_Last3_throughput,a_Last2_throughput,a_Last1_throughput,a_Last8_downloadtime,a_Last7_downloadtime,a_Last6_downloadtime,a_Last5_downloadtime,a_Last4_downloadtime,a_Last3_downloadtime,a_Last2_downloadtime,a_Last1_downloadtime,a_chunksize1,a_chunksize2,a_chunksize3,a_chunksize4,a_chunksize5,a_chunksize6,a_Chunks_left,a_br,b_Last1_chunk_bitrate,b_Last1_buffer_size,b_Last8_throughput,b_Last7_throughput,b_Last6_throughput,b_Last5_throughput,b_Last4_throughput,b_Last3_throughput,b_Last2_throughput,b_Last1_throughput,b_Last8_downloadtime,b_Last7_downloadtime,b_Last6_downloadtime,b_Last5_downloadtime,b_Last4_downloadtime,b_Last3_downloadtime,b_Last2_downloadtime,b_Last1_downloadtime,b_chunksize1,b_chunksize2,b_chunksize3,b_chunksize4,b_chunksize5,b_chunksize6,b_Chunks_left,b_br,QoE_2
0.43023255813953487,1.121699390543058,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.648,4.579,2.967,3.990,3.929,5.592,3.941,4.278,0.74,0.95,0.95,1.31,0.93,0.86,0.2916666666666667,1850,0.43023255813953487,0.9064853954257017,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,4.579,2.967,3.990,3.929,5.592,3.941,4.278,6.152,0.95,0.95,1.31,0.93,0.86,1.01,0.2708333333333333,1200,2.7725887222397816
0.27906976744186046,0.6795981229586634,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,2.967,3.990,3.929,5.592,3.941,4.278,6.152,6.269,0.95,1.31,0.93,0.86,1.01,0.67,0.25,300,0.06976744186046512,0.9892970243686985,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,3.990,3.929,5.592,3.941,4.278,6.152,6.269,0.903,1.31,0.93,0.86,1.01,0.67,0.16,0.22916666666666666,1200,0.0
0.27906976744186046,1.1307806447937025,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.002,3.929,5.592,3.941,4.278,6.152,6.269,0.903,2.585,0.93,0.86,1.01,0.67,0.16,0.48,0.20833333333333334,1850,0.43023255813953487,1.0643732033258033,0.002,0.002,0.002,0.001,0.001,0.001,0.002,0.002,5.592,3.941,4.278,6.152,6.269,0.903,2.585,4.664,0.86,1.01,0.67,0.16,0.48,0.92,0.1875,1200,2.7725887222397816
0.27906976744186046,1.1385187544262425,0.002,0.002,0.001,0.001,0.001,0.002,0.002,0.001,3.941,4.278,6.152,6.269,0.903,2.585,4.664,3.259,1.01,0.67,0.16,0.48,0.92,0.59,0.16666666666666666,1850,0.43023255813953487,1.0560278039362228,0.002,0.001,0.001,0.001,0.002,0.002,0.001,0.002,4.278,6.152,6.269,0.903,2.585,4.664,3.259,4.825,0.67,0.16,0.48,0.92,0.59,0.91,0.14583333333333334,1200,2.7725887222397816
0.27906976744186046,1.134754502541966,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.001,6.152,6.269,0.903,2.585,4.664,3.259,4.825,3.213,0.16,0.48,0.92,0.59,0.91,0.55,0.125,1850,0.43023255813953487,0.960216550308868,0.001,0.001,0.002,0.002,0.001,0.002,0.001,0.001,6.269,0.903,2.585,4.664,3.259,4.825,3.213,5.745,0.48,0.92,0.59,0.91,0.55,1.00,0.10416666666666667,1200,2.7725887222397816
0.27906976744186046,0.9850596616049362,0.001,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.903,2.585,4.664,3.259,4.825,3.213,5.745,3.752,0.92,0.59,0.91,0.55,1.00,0.59,0.08333333333333333,1200,0.27906976744186046,0.9668399699688143,0.002,0.002,0.001,0.002,0.001,0.001,0.001,0.001,2.585,4.664,3.259,4.825,3.213,5.745,3.752,4.182,0.59,0.91,0.55,1.00,0.59,0.62,0.0625,1200,2.772588722239781
0.27906976744186046,1.030304349007572,0.002,0.001,0.002,0.001,0.001,0.001,0.001,0.001,4.664,3.259,4.825,3.213,5.745,3.752,4.182,3.365,0.91,0.55,1.00,0.59,0.62,0.62,0.041666666666666664,1200,0.27906976744186046,1.1518302348377252,0.001,0.002,0.001,0.001,0.001,0.001,0.001,0.002,3.259,4.825,3.213,5.745,3.752,4.182,3.365,2.785,0.55,1.00,0.59,0.62,0.62,0.62,0.020833333333333332,1850,2.7725887222397816
0.43023255813953487,1.2044624137208695,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,4.825,3.213,5.745,3.752,4.182,3.365,2.785,3.474,1.00,0.59,0.62,0.62,0.62,0.81,0.0,1850,0.06976744186046512,0.9877162052650885,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,4.182,3.365,2.785,3.474,3.786,4.034,1.116,1.007,0.62,0.81,0.83,0.44,0.15,0.14,0.9166666666666666,1200,0.27906976744186046,1.0534141094819798,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.001,3.365,2.785,3.474,3.786,4.034,1.116,1.007,3.343,0.81,0.83,0.44,0.15,0.14,0.60,0.8958333333333334,1200,2.772588722239781
0.27906976744186046,0.9612325507695687,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,2.785,3.474,3.786,4.034,1.116,1.007,3.343,4.922,0.83,0.44,0.15,0.14,0.60,0.64,0.875,1200,0.27906976744186046,1.0882655366681546,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.002,3.474,3.786,4.034,1.116,1.007,3.343,4.922,2.730,0.44,0.15,0.14,0.60,0.64,0.51,0.8541666666666666,1200,2.772588722239781
0.27906976744186046,1.223122878498973,0.002,0.001,0.001,0.001,0.001,0.001,0.002,0.002,3.786,4.034,1.116,1.007,3.343,4.922,2.730,2.651,0.15,0.14,0.60,0.64,0.51,0.55,0.8333333333333334,1850,0.43023255813953487,0.9504864638862012,0.001,0.001,0.001,0.001,0.001,0.002,0.002,0.001,4.034,1.116,1.007,3.343,4.922,2.730,2.651,6.726,0.14,0.60,0.64,0.51,0.55,1.04,0.8125,1200,2.7725887222397816
0.27906976744186046,1.1021449003653845,0.001,0.001,0.001,0.001,0.002,0.002,0.001,0.002,1.116,1.007,3.343,4.922,2.730,2.651,6.726,2.483,0.60,0.64,0.51,0.55,1.04,0.57,0.7916666666666666,1850,0.43023255813953487,1.2110877894102532,0.001,0.001,0.001,0.002,0.002,0.001,0.002,0.003,1.007,3.343,4.922,2.730,2.651,6.726,2.483,2.911,0.64,0.51,0.55,1.04,0.57,0.89,0.7708333333333334,1850,3.638316886832339
0.43023255813953487,1.2572851079609726,0.001,0.001,0.002,0.002,0.001,0.002,0.003,0.002,3.343,4.922,2.730,2.651,6.726,2.483,2.911,3.538,0.51,0.55,1.04,0.57,0.89,0.92,0.75,1850,0.43023255813953487,1.2849951528130656,0.001,0.002,0.002,0.001,0.002,0.003,0.002,0.002,4.922,2.730,2.651,6.726,2.483,2.911,3.538,3.723,0.55,1.04,0.57,0.89,0.92,0.90,0.7291666666666666,1850,3.638316886832339
0.43023255813953487,1.3049661903353365,0.002,0.002,0.001,0.002,0.003,0.002,0.002,0.002,2.730,2.651,6.726,2.483,2.911,3.538,3.723,3.800,1.04,0.57,0.89,0.92,0.90,0.92,0.7083333333333334,2850,0.6627906976744186,0.8791123566085816,0.002,0.001,0.002,0.003,0.002,0.002,0.002,0.002,2.651,6.726,2.483,2.911,3.538,3.723,3.800,8.259,0.57,0.89,0.92,0.90,0.92,1.54,0.6875,750,1.8325814637483102
0.1744186046511628,1.0305947993157019,0.001,0.002,0.003,0.002,0.002,0.002,0.002,0.001,6.726,2.483,2.911,3.538,3.723,3.800,8.259,2.485,0.89,0.92,0.90,0.92,1.54,0.33,0.6666666666666666,1200,0.27906976744186046,1.2065421340018943,0.002,0.003,0.002,0.002,0.002,0.002,0.001,0.002,2.483,2.911,3.538,3.723,3.800,8.259,2.485,2.241,0.92,0.90,0.92,1.54,0.33,0.57,0.6458333333333334,1850,2.7725887222397816
0.43023255813953487,1.2372402567923673,0.003,0.002,0.002,0.002,0.002,0.001,0.002,0.002,2.911,3.538,3.723,3.800,8.259,2.485,2.241,3.693,0.90,0.92,1.54,0.33,0.57,0.94,0.625,1850,0.43023255813953487,1.317750989258439,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.002,3.538,3.723,3.800,8.259,2.485,2.241,3.693,3.195,0.92,1.54,0.33,0.57,0.94,0.86,0.6041666666666666,2850,3.638316886832339
0.6627906976744186,0.9009695227364979,0.002,0.002,0.002,0.001,0.002,0.002,0.002,0.002,3.723,3.800,8.259,2.485,2.241,3.693,3.195,8.168,1.54,0.33,0.57,0.94,0.86,1.50,0.5833333333333334,1200,0.27906976744186046,1.047433906881833,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.002,3.800,8.259,2.485,2.241,3.693,3.195,8.168,2.535,0.33,0.57,0.94,0.86,1.50,0.57,0.5625,1200,2.772588722239781
0.27906976744186046,1.2238558990211577,0.002,0.001,0.002,0.002,0.002,0.002,0.002,0.002,8.259,2.485,2.241,3.693,3.195,8.168,2.535,2.236,0.57,0.94,0.86,1.50,0.57,0.59,0.5416666666666666,1850,0.43023255813953487,1.2503494662919719,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.485,2.241,3.693,3.195,8.168,2.535,2.236,3.735,0.94,0.86,1.50,0.57,0.59,0.93,0.5208333333333334,1850,3.638316886832339
0.43023255813953487,1.3535239632326872,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.003,2.241,3.693,3.195,8.168,2.535,2.236,3.735,2.968,0.86,1.50,0.57,0.59,0.93,0.95,0.5,2850,0.6627906976744186,1.4379012165509515,0.002,0.002,0.002,0.002,0.002,0.002,0.003,0.003,3.693,3.195,8.168,2.535,2.236,3.735,2.968,3.156,1.50,0.57,0.59,0.93,0.95,1.29,0.4791666666666667,2850,4.50258359721299
0.6627906976744186,1.4057599822344946,0.002,0.002,0.002,0.002,0.002,0.003,0.003,0.003,3.195,8.168,2.535,2.236,3.735,2.968,3.156,4.321,0.57,0.59,0.93,0.95,1.29,1.35,0.4583333333333333,2850,0.6627906976744186,1.350703299370727,0.002,0.002,0.002,0.002,0.003,0.003,0.003,0.003,8.168,2.535,2.236,3.735,2.968,3.156,4.321,4.551,0.59,0.93,0.95,1.29,1.35,1.45,0.4375,2850,4.50258359721299
0.6627906976744186,1.3600466938087126,0.002,0.002,0.002,0.003,0.003,0.003,0.003,0.003,2.535,2.236,3.735,2.968,3.156,4.321,4.551,3.907,0.93,0.95,1.29,1.35,1.45,1.51,0.4166666666666667,2850,0.6627906976744186,1.5139768883711215,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.004,2.236,3.735,2.968,3.156,4.321,4.551,3.907,2.461,0.95,1.29,1.35,1.45,1.51,1.12,0.3958333333333333,4300,4.50258359721299
1.0,1.5001505474731798,0.002,0.003,0.003,0.003,0.003,0.003,0.004,0.004,3.735,2.968,3.156,4.321,4.551,3.907,2.461,4.138,1.29,1.35,1.45,1.51,1.12,2.08,0.375,4300,1.0,1.3916395936699566,0.003,0.003,0.003,0.003,0.003,0.004,0.004,0.003,2.968,3.156,4.321,4.551,3.907,2.461,4.138,5.085,1.35,1.45,1.51,1.12,2.08,2.11,0.3541666666666667,2850,4.50258359721299
0.6627906976744186,1.3288335973923557,0.003,0.003,0.003,0.003,0.004,0.004,0.003,0.002,3.156,4.321,4.551,3.907,2.461,4.138,5.085,4.628,1.45,1.51,1.12,2.08,2.11,1.31,0.3333333333333333,2850,0.6627906976744186,1.1080765890799535,0.003,0.003,0.003,0.004,0.004,0.003,0.002,0.002,4.321,4.551,3.907,2.461,4.138,5.085,4.628,6.208,1.51,1.12,2.08,2.11,1.31,1.46,0.3125,1850,3.638316886832339
0.43023255813953487,1.1294187937763962,0.003,0.003,0.004,0.004,0.003,0.002,0.002,0.002,4.551,3.907,2.461,4.138,5.085,4.628,6.208,3.787,1.12,2.08,2.11,1.31,1.46,0.86,0.2916666666666667,1850,0.43023255813953487,1.2453048165939566,0.003,0.004,0.004,0.003,0.002,0.002,0.002,0.003,3.907,2.461,4.138,5.085,4.628,6.208,3.787,2.841,2.08,2.11,1.31,1.46,0.86,1.01,0.2708333333333333,1850,3.638316886832339
0.43023255813953487,1.4369256182123205,0.004,0.004,0.003,0.002,0.002,0.002,0.003,0.004,2.461,4.138,5.085,4.628,6.208,3.787,2.841,2.084,2.11,1.31,1.46,0.86,1.01,1.00,0.25,2850,0.6627906976744186,1.4827942875878342,0.004,0.003,0.002,0.002,0.002,0.003,0.004,0.003,4.138,5.085,4.628,6.208,3.787,2.841,2.084,3.541,1.31,1.46,0.86,1.01,1.00,1.41,0.22916666666666666,2850,4.50258359721299
0.6627906976744186,1.6267623387926506,0.003,0.002,0.002,0.002,0.003,0.004,0.003,0.004,5.085,4.628,6.208,3.787,2.841,2.084,3.541,2.560,1.46,0.86,1.01,1.00,1.41,1.11,0.20833333333333334,4300,1.0,1.4877178746144861,0.002,0.002,0.002,0.003,0.004,0.003,0.004,0.003,4.628,6.208,3.787,2.841,2.084,3.541,2.560,5.390,0.86,1.01,1.00,1.41,1.11,2.10,0.1875,2850,4.50258359721299
0.6627906976744186,1.509668694687375,0.002,0.002,0.003,0.004,0.003,0.004,0.003,0.003,6.208,3.787,2.841,2.084,3.541,2.560,5.390,3.780,1.01,1.00,1.41,1.11,2.10,1.39,0.16666666666666666,4300,1.0,1.1304588848622008,0.002,0.003,0.004,0.003,0.004,0.003,0.003,0.002,3.787,2.841,2.084,3.541,2.560,5.390,3.780,7.792,1.00,1.41,1.11,2.10,1.39,2.10,0.14583333333333334,1850,3.638316886832339
0.43023255813953487,1.1824400657582566,0.003,0.004,0.003,0.004,0.003,0.003,0.002,0.002,2.841,2.084,3.541,2.560,5.390,3.780,7.792,3.480,1.41,1.11,2.10,1.39,2.10,0.84,0.125,1850,0.43023255813953487,1.1785672588043585,0.004,0.003,0.004,0.003,0.003,0.002,0.002,0.002,2.084,3.541,2.560,5.390,3.780,7.792,3.480,4.039,1.11,2.10,1.39,2.10,0.84,1.00,0.10416666666666667,1850,3.638316886832339
0.43023255813953487,1.2357115193514445,0.003,0.004,0.003,0.003,0.002,0.002,0.002,0.002,3.541,2.560,5.390,3.780,7.792,3.480,4.039,3.429,2.10,1.39,2.10,0.84,1.00,0.87,0.08333333333333333,1850,0.43023255813953487,1.310204102679108,0.004,0.003,0.003,0.002,0.002,0.002,0.002,0.002,2.560,5.390,3.780,7.792,3.480,4.039,3.429,3.255,1.39,2.10,0.84,1.00,0.87,0.95,0.0625,2850,3.638316886832339
0.6627906976744186,1.150420791079359,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,5.390,3.780,7.792,3.480,4.039,3.429,3.255,5.598,2.10,0.84,1.00,0.87,0.95,1.43,0.041666666666666664,1850,0.43023255813953487,1.037560855470105,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,3.780,7.792,3.480,4.039,3.429,3.255,5.598,5.129,0.84,1.00,0.87,0.95,1.43,0.96,0.020833333333333332,1200,2.7725887222397816
0.27906976744186046,1.1545531863686842,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,7.792,3.480,4.039,3.429,3.255,5.598,5.129,2.830,1.00,0.87,0.95,1.43,0.96,0.53,0.0,1850,0.06976744186046512,0.9170674249107659,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,3.255,5.598,5.129,2.830,5.627,5.058,1.431,1.399,0.96,0.53,0.83,0.44,0.15,0.14,0.9166666666666666,1200,0.27906976744186046,0.7539072046511034,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,5.598,5.129,2.830,5.627,5.058,1.431,1.399,5.632,0.53,0.83,0.44,0.15,0.14,0.60,0.8958333333333334,750,1.8325814637483098
0.1744186046511628,0.7820365897541137,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,5.129,2.830,5.627,5.058,1.431,1.399,5.632,3.719,0.83,0.44,0.15,0.14,0.60,0.40,0.875,750,0.1744186046511628,0.9088612630589135,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.830,5.627,5.058,1.431,1.399,5.632,3.719,2.732,0.44,0.15,0.14,0.60,0.40,0.31,0.8541666666666666,1200,1.8325814637483098
0.27906976744186046,0.8249039245778469,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.627,5.058,1.431,1.399,5.632,3.719,2.732,4.840,0.15,0.14,0.60,0.40,0.31,0.55,0.8333333333333334,750,0.1744186046511628,0.8345458761387043,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.058,1.431,1.399,5.632,3.719,2.732,4.840,3.904,0.14,0.60,0.40,0.31,0.55,0.43,0.8125,750,1.83258146374831
0.1744186046511628,0.7989350074512751,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.431,1.399,5.632,3.719,2.732,4.840,3.904,4.356,0.60,0.40,0.31,0.55,0.43,0.37,0.7916666666666666,750,0.1744186046511628,0.7709396082754035,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.399,5.632,3.719,2.732,4.840,3.904,4.356,4.280,0.40,0.31,0.55,0.43,0.37,0.35,0.7708333333333334,750,1.83258146374831
0.1744186046511628,0.8628067704103144,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.632,3.719,2.732,4.840,3.904,4.356,4.280,3.081,0.31,0.55,0.43,0.37,0.35,0.34,0.75,750,0.1744186046511628,0.8910885266005237,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.719,2.732,4.840,3.904,4.356,4.280,3.081,3.717,0.55,0.43,0.37,0.35,0.34,0.40,0.7291666666666666,750,1.83258146374831
0.1744186046511628,0.9016850063737071,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.732,4.840,3.904,4.356,4.280,3.081,3.717,3.894,0.43,0.37,0.35,0.34,0.40,0.38,0.7083333333333334,1200,0.27906976744186046,0.5387982705874202,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.840,3.904,4.356,4.280,3.081,3.717,3.894,7.629,0.37,0.35,0.34,0.40,0.38,0.67,0.6875,300,0.0
0.06976744186046512,0.757304435847805,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.904,4.356,4.280,3.081,3.717,3.894,7.629,1.815,0.35,0.34,0.40,0.38,0.67,0.14,0.6666666666666666,750,0.1744186046511628,0.6607978820664359,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.356,4.280,3.081,3.717,3.894,7.629,1.815,4.965,0.34,0.40,0.38,0.67,0.14,0.36,0.6458333333333334,300,0.0
0.06976744186046512,0.84130657534356,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.280,3.081,3.717,3.894,7.629,1.815,4.965,2.195,0.40,0.38,0.67,0.14,0.36,0.14,0.625,750,0.1744186046511628,0.7621580929421607,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.081,3.717,3.894,7.629,1.815,4.965,2.195,4.791,0.38,0.67,0.14,0.36,0.14,0.36,0.6041666666666666,750,1.83258146374831
0.1744186046511628,0.7686975641838126,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.717,3.894,7.629,1.815,4.965,2.195,4.791,3.935,0.67,0.14,0.36,0.14,0.36,0.40,0.5833333333333334,750,0.1744186046511628,0.8855815098085424,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.894,7.629,1.815,4.965,2.195,4.791,3.935,2.831,0.14,0.36,0.14,0.36,0.40,0.34,0.5625,750,1.83258146374831
