a_Last1_chunk_bitrate,a_Last1_buffer_size,a_Last8_throughput,a_Last7_throughput,a_Last6_throughput,a_Last5_throughput,a_Last4_throughput,a_Last3_throughput,a_Last2_throughput,a_Last1_throughput,a_Last8_downloadtime,a_Last7_downloadtime,a_Last6_downloadtime,a_Last5_downloadtime,a_Last4_downloadtime,a_Last3_downloadtime,a_Last2_downloadtime,a_Last1_downloadtime,a_chunksize1,a_chunksize2,a_chunksize3,a_chunksize4,a_chunksize5,a_chunksize6,a_Chunks_left,a_br
0.6627906976744186,1.991828751474588,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.678,2.935,3.269,3.919,4.164,5.305,5.986,5.733,0.74,0.95,0.95,1.31,1.46,1.33,0.2916666666666667,2850
0.6627906976744186,1.6941842939404945,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,2.935,3.269,3.919,4.164,5.305,5.986,5.733,6.976,0.95,0.95,1.31,1.46,1.33,1.55,0.2708333333333333,2850
0.6627906976744186,1.0378911547120817,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.001,3.269,3.919,4.164,5.305,5.986,5.733,6.976,10.563,0.95,1.31,1.46,1.33,1.55,1.46,0.25,1850
0.43023255813953487,0.887619794011995,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,3.919,4.164,5.305,5.986,5.733,6.976,10.563,5.503,1.31,1.46,1.33,1.55,1.46,0.92,0.22916666666666666,1200
0.27906976744186046,1.0466722774452946,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.002,4.164,5.305,5.986,5.733,6.976,10.563,5.503,2.409,1.46,1.33,1.55,1.46,0.92,0.48,0.20833333333333334,1200
0.27906976744186046,1.151689420943497,0.002,0.002,0.002,0.002,0.001,0.001,0.002,0.002,5.305,5.986,5.733,6.976,10.563,5.503,2.409,2.950,1.33,1.55,1.46,0.92,0.48,0.56,0.1875,1200
0.27906976744186046,1.2157342046636672,0.002,0.002,0.002,0.001,0.001,0.002,0.002,0.001,5.986,5.733,6.976,10.563,5.503,2.409,2.950,3.360,1.55,1.46,0.92,0.48,0.56,0.59,0.16666666666666666,1200
0.27906976744186046,1.2963880710524243,0.002,0.002,0.001,0.001,0.002,0.002,0.001,0.001,5.733,6.976,10.563,5.503,2.409,2.950,3.360,3.193,1.46,0.92,0.48,0.56,0.59,0.57,0.14583333333333334,1200
0.27906976744186046,1.421971943942163,0.002,0.001,0.001,0.002,0.002,0.001,0.001,0.002,6.976,10.563,5.503,2.409,2.950,3.360,3.193,2.744,0.92,0.48,0.56,0.59,0.57,0.55,0.125,1200
0.27906976744186046,1.4403380913148294,0.001,0.001,0.002,0.002,0.001,0.001,0.002,0.001,10.563,5.503,2.409,2.950,3.360,3.193,2.744,3.816,0.48,0.56,0.59,0.57,0.55,0.63,0.10416666666666667,1850
0.43023255813953487,1.3521249947899219,0.001,0.002,0.002,0.001,0.001,0.002,0.001,0.001,5.503,2.409,2.950,3.360,3.193,2.744,3.816,4.882,0.56,0.59,0.57,0.55,0.63,0.87,0.08333333333333333,1850
0.43023255813953487,1.1073817067543996,0.002,0.002,0.001,0.001,0.002,0.001,0.001,0.001,2.409,2.950,3.360,3.193,2.744,3.816,4.882,6.447,0.59,0.57,0.55,0.63,0.87,0.95,0.0625,1850
0.43023255813953487,1.0295770035602403,0.002,0.001,0.001,0.002,0.001,0.001,0.001,0.002,2.950,3.360,3.193,2.744,3.816,4.882,6.447,4.778,0.57,0.55,0.63,0.87,0.95,0.94,0.041666666666666664,1850
0.43023255813953487,1.0121504183847039,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.002,3.360,3.193,2.744,3.816,4.882,6.447,4.778,4.174,0.55,0.63,0.87,0.95,0.94,0.96,0.020833333333333332,1850
0.43023255813953487,1.0581230688108767,0.001,0.002,0.001,0.001,0.001,0.002,0.002,0.002,3.193,2.744,3.816,4.882,6.447,4.778,4.174,3.540,0.63,0.87,0.95,0.94,0.96,0.81,0.0,2850
0.1744186046511628,0.6564794642687338,0.002,0.001,0.001,0.001,0.002,0.002,0.002,0.001,2.744,3.816,4.882,6.447,4.778,4.174,3.540,8.016,0.87,0.95,0.94,0.96,0.81,1.33,0.9791666666666666,750
0.1744186046511628,0.4,0.001,0.001,0.001,0.002,0.002,0.002,0.001,0.001,3.816,4.882,6.447,4.778,4.174,3.540,8.016,4.034,0.95,0.94,0.96,0.81,1.33,0.44,0.9583333333333334,300
0.06976744186046512,0.6883698661312633,0.001,0.001,0.002,0.002,0.002,0.001,0.001,0.001,4.882,6.447,4.778,4.174,3.540,8.016,4.034,1.116,0.94,0.96,0.81,1.33,0.44,0.15,0.9375,300
0.06976744186046512,0.9877162052650885,0.001,0.002,0.002,0.002,0.001,0.001,0.001,0.001,6.447,4.778,4.174,3.540,8.016,4.034,1.116,1.007,0.96,0.81,1.33,0.44,0.15,0.14,0.9166666666666666,750
0.1744186046511628,1.1887679324613065,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.002,4.778,4.174,3.540,8.016,4.034,1.116,1.007,1.989,0.81,1.33,0.44,0.15,0.14,0.37,0.8958333333333334,750
0.1744186046511628,1.2701550073375052,0.002,0.002,0.001,0.001,0.001,0.001,0.002,0.001,4.174,3.540,8.016,4.034,1.116,1.007,1.989,3.186,1.33,0.44,0.15,0.14,0.37,0.40,0.875,750
0.1744186046511628,1.4372774028432476,0.002,0.001,0.001,0.001,0.001,0.002,0.001,0.001,3.540,8.016,4.034,1.116,1.007,1.989,3.186,2.329,0.44,0.15,0.14,0.37,0.40,0.31,0.8541666666666666,1200
0.27906976744186046,1.5349841479665043,0.001,0.001,0.001,0.001,0.002,0.001,0.001,0.001,8.016,4.034,1.116,1.007,1.989,3.186,2.329,3.023,0.15,0.14,0.37,0.40,0.31,0.55,0.8333333333333334,1200
0.27906976744186046,1.5935514766270538,0.001,0.001,0.001,0.002,0.001,0.001,0.001,0.002,4.034,1.116,1.007,1.989,3.186,2.329,3.023,3.414,0.14,0.37,0.40,0.31,0.55,0.69,0.8125,1200
0.27906976744186046,1.6182941553950296,0.001,0.001,0.002,0.001,0.001,0.001,0.002,0.001,1.116,1.007,1.989,3.186,2.329,3.023,3.414,3.753,0.37,0.40,0.31,0.55,0.69,0.57,0.7916666666666666,1200
0.27906976744186046,1.6720107303585805,0.001,0.002,0.001,0.001,0.001,0.002,0.001,0.001,1.007,1.989,3.186,2.329,3.023,3.414,3.753,3.463,0.40,0.31,0.55,0.69,0.57,0.55,0.7708333333333334,1200
0.27906976744186046,1.8380922745156478,0.002,0.001,0.001,0.001,0.002,0.001,0.001,0.002,1.989,3.186,2.329,3.023,3.414,3.753,3.463,2.339,0.31,0.55,0.69,0.57,0.55,0.59,0.75,1850
0.43023255813953487,1.9444290069109678,0.001,0.001,0.001,0.002,0.001,0.001,0.002,0.002,3.186,2.329,3.023,3.414,3.753,3.463,2.339,2.937,0.55,0.69,0.57,0.55,0.59,0.90,0.7291666666666666,1850
0.43023255813953487,1.9853029933215485,0.001,0.001,0.002,0.001,0.001,0.002,0.002,0.002,2.329,3.023,3.414,3.753,3.463,2.339,2.937,3.591,0.69,0.57,0.55,0.59,0.90,0.92,0.7083333333333334,1850
0.43023255813953487,1.9606877468049422,0.001,0.002,0.001,0.001,0.002,0.002,0.002,0.002,3.023,3.414,3.753,3.463,2.339,2.937,3.591,4.246,0.57,0.55,0.59,0.90,0.92,1.01,0.6875,1850
0.43023255813953487,2.0358000139769774,0.002,0.001,0.001,0.002,0.002,0.002,0.002,0.002,3.414,3.753,3.463,2.339,2.937,3.591,4.246,3.249,0.55,0.59,0.90,0.92,1.01,0.80,0.6666666666666666,1850
0.43023255813953487,2.0143216433633415,0.001,0.001,0.002,0.002,0.002,0.002,0.002,0.002,3.753,3.463,2.339,2.937,3.591,4.246,3.249,4.215,0.59,0.90,0.92,1.01,0.80,0.90,0.6458333333333334,1850
0.43023255813953487,1.764141763482889,0.001,0.002,0.002,0.002,0.002,0.002,0.002,0.001,3.463,2.339,2.937,3.591,4.246,3.249,4.215,6.502,0.90,0.92,1.01,0.80,0.90,0.94,0.625,1850
0.43023255813953487,1.822857887014336,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.002,2.339,2.937,3.591,4.246,3.249,4.215,6.502,3.413,0.92,1.01,0.80,0.90,0.94,0.86,0.6041666666666666,1850
0.43023255813953487,1.866446441840481,0.002,0.002,0.002,0.002,0.002,0.001,0.002,0.002,2.937,3.591,4.246,3.249,4.215,6.502,3.413,3.564,1.01,0.80,0.90,0.94,0.86,0.96,0.5833333333333334,1850
0.43023255813953487,1.739534724893336,0.002,0.002,0.002,0.002,0.001,0.002,0.002,0.001,3.591,4.246,3.249,4.215,6.502,3.413,3.564,5.269,0.80,0.90,0.94,0.86,0.96,0.90,0.5625,1850
0.43023255813953487,1.7492668835604346,0.002,0.002,0.002,0.001,0.002,0.002,0.001,0.002,4.246,3.249,4.215,6.502,3.413,3.564,5.269,3.903,0.90,0.94,0.86,0.96,0.90,0.87,0.5416666666666666,1850
0.43023255813953487,1.7565996586504216,0.002,0.002,0.001,0.002,0.002,0.001,0.002,0.002,3.249,4.215,6.502,3.413,3.564,5.269,3.903,3.927,0.94,0.86,0.96,0.90,0.87,0.93,0.5208333333333334,1850
0.43023255813953487,1.7693075481449152,0.002,0.001,0.002,0.002,0.001,0.002,0.002,0.002,4.215,6.502,3.413,3.564,5.269,3.903,3.927,3.873,0.86,0.96,0.90,0.87,0.93,0.95,0.5,1850
0.43023255813953487,1.8497747554315342,0.001,0.002,0.002,0.001,0.002,0.002,0.002,0.002,6.502,3.413,3.564,5.269,3.903,3.927,3.873,3.195,0.96,0.90,0.87,0.93,0.95,0.85,0.4791666666666667,1850
0.43023255813953487,2.050570904651342,0.002,0.002,0.001,0.002,0.002,0.002,0.002,0.004,3.413,3.564,5.269,3.903,3.927,3.873,3.195,1.992,0.90,0.87,0.93,0.95,0.85,0.88,0.4583333333333333,1850
0.43023255813953487,2.2233536745560007,0.002,0.001,0.002,0.002,0.002,0.002,0.004,0.003,3.564,5.269,3.903,3.927,3.873,3.195,1.992,2.272,0.87,0.93,0.95,0.85,0.88,0.88,0.4375,2850
0.6627906976744186,2.1280049157031704,0.001,0.002,0.002,0.002,0.002,0.004,0.003,0.002,5.269,3.903,3.927,3.873,3.195,1.992,2.272,4.953,0.93,0.95,0.85,0.88,0.88,1.51,0.4166666666666667,2850
0.6627906976744186,2.1797389919517647,0.002,0.002,0.002,0.002,0.004,0.003,0.002,0.003,3.903,3.927,3.873,3.195,1.992,2.272,4.953,3.483,0.95,0.85,0.88,0.88,1.51,1.12,0.3958333333333333,2850
0.6627906976744186,2.1919860711066277,0.002,0.002,0.002,0.004,0.003,0.002,0.003,0.003,3.927,3.873,3.195,1.992,2.272,4.953,3.483,3.878,0.85,0.88,0.88,1.51,1.12,1.46,0.375,2850
0.6627906976744186,2.2486350807068405,0.002,0.002,0.004,0.003,0.002,0.003,0.003,0.004,3.873,3.195,1.992,2.272,4.953,3.483,3.878,3.434,0.88,0.88,1.51,1.12,1.46,1.52,0.3541666666666667,2850
0.6627906976744186,2.3975427525760638,0.002,0.004,0.003,0.002,0.003,0.003,0.004,0.004,3.195,1.992,2.272,4.953,3.483,3.878,3.434,2.511,0.88,1.51,1.12,1.46,1.52,1.31,0.3333333333333333,4300
1.0,2.3248408847240087,0.004,0.003,0.002,0.003,0.003,0.004,0.004,0.004,1.992,2.272,4.953,3.483,3.878,3.434,2.511,4.727,1.51,1.12,1.46,1.52,1.31,2.10,0.3125,4300
1.0,1.9895881209739916,0.003,0.002,0.003,0.003,0.004,0.004,0.004,0.002,2.272,4.953,3.483,3.878,3.434,2.511,4.727,7.353,1.12,1.46,1.52,1.31,2.10,2.14,0.2916666666666667,4300
1.0,1.4722880074613365,0.002,0.003,0.003,0.004,0.004,0.004,0.002,0.002,4.953,3.483,3.878,3.434,2.511,4.727,7.353,9.173,1.46,1.52,1.31,2.10,2.14,2.23,0.2708333333333333,2850
0.6627906976744186,1.5206027113542222,0.003,0.003,0.004,0.004,0.004,0.002,0.002,0.003,3.483,3.878,3.434,2.511,4.727,7.353,9.173,3.517,1.52,1.31,2.10,2.14,2.23,1.46,0.25,2850
0.6627906976744186,1.5912301162180935,0.003,0.004,0.004,0.004,0.002,0.002,0.003,0.003,3.878,3.434,2.511,4.727,7.353,9.173,3.517,3.294,1.31,2.10,2.14,2.23,1.46,1.41,0.22916666666666666,2850
0.6627906976744186,1.7258533293055325,0.004,0.004,0.004,0.002,0.002,0.003,0.003,0.003,3.434,2.511,4.727,7.353,9.173,3.517,3.294,2.654,2.10,2.14,2.23,1.46,1.41,1.11,0.20833333333333334,2850
0.6627906976744186,1.7521775633948935,0.004,0.004,0.002,0.002,0.003,0.003,0.003,0.003,2.511,4.727,7.353,9.173,3.517,3.294,2.654,3.737,2.14,2.23,1.46,1.41,1.11,1.46,0.1875,2850
0.6627906976744186,1.7867700232449866,0.004,0.002,0.002,0.003,0.003,0.003,0.003,0.003,4.727,7.353,9.173,3.517,3.294,2.654,3.737,3.654,2.23,1.46,1.41,1.11,1.46,1.39,0.16666666666666666,4300
1.0,1.5754111626233738,0.002,0.002,0.003,0.003,0.003,0.003,0.003,0.003,7.353,9.173,3.517,3.294,2.654,3.737,3.654,6.114,1.46,1.41,1.11,1.46,1.39,2.10,0.14583333333333334,4300
1.0,1.1218274600344469,0.002,0.003,0.003,0.003,0.003,0.003,0.003,0.002,9.173,3.517,3.294,2.654,3.737,3.654,6.114,8.536,1.41,1.11,1.46,1.39,2.10,2.06,0.125,4300
1.0,0.697455610413133,0.003,0.003,0.003,0.003,0.003,0.003,0.002,0.002,3.517,3.294,2.654,3.737,3.654,6.114,8.536,8.244,1.11,1.46,1.39,2.10,2.06,2.13,0.10416666666666667,1850
0.43023255813953487,0.8059956820366126,0.003,0.003,0.003,0.003,0.003,0.002,0.002,0.002,3.294,2.654,3.737,3.654,6.114,8.536,8.244,2.915,1.46,1.39,2.10,2.06,2.13,0.87,0.08333333333333333,1850
0.43023255813953487,0.8229549540617628,0.003,0.003,0.003,0.003,0.002,0.002,0.002,0.002,2.654,3.737,3.654,6.114,8.536,8.244,2.915,3.830,1.39,2.10,2.06,2.13,0.87,0.95,0.0625,1850
0.43023255813953487,0.7360267210001126,0.003,0.003,0.003,0.002,0.002,0.002,0.002,0.002,3.737,3.654,6.114,8.536,8.244,2.915,3.830,4.869,2.10,2.06,2.13,0.87,0.95,0.94,0.041666666666666664,1850
0.43023255813953487,0.6209805657122278,0.003,0.003,0.002,0.002,0.002,0.002,0.002,0.002,3.654,6.114,8.536,8.244,2.915,3.830,4.869,5.150,2.06,2.13,0.87,0.95,0.94,0.96,0.020833333333333332,1850
0.43023255813953487,0.4,0.003,0.002,0.002,0.002,0.002,0.002,0.002,0.001,6.114,8.536,8.244,2.915,3.830,4.869,5.150,6.258,2.13,0.87,0.95,0.94,0.96,0.81,0.0,1200
0.1744186046511628,0.4,0.002,0.002,0.002,0.002,0.002,0.002,0.001,0.001,8.536,8.244,2.915,3.830,4.869,5.150,6.258,4.305,0.87,0.95,0.94,0.96,0.81,0.54,0.9791666666666666,750
0.1744186046511628,0.4,0.002,0.002,0.002,0.002,0.002,0.001,0.001,0.001,8.244,2.915,3.830,4.869,5.150,6.258,4.305,5.058,0.95,0.94,0.96,0.81,0.54,0.44,0.9583333333333334,300
0.06976744186046512,0.6569262484946178,0.002,0.002,0.002,0.002,0.001,0.001,0.001,0.001,2.915,3.830,4.869,5.150,6.258,4.305,5.058,1.431,0.94,0.96,0.81,0.54,0.44,0.15,0.9375,300
0.06976744186046512,0.9170674249107659,0.002,0.002,0.002,0.001,0.001,0.001,0.001,0.001,3.830,4.869,5.150,6.258,4.305,5.058,1.431,1.399,0.96,0.81,0.54,0.44,0.15,0.14,0.9166666666666666,300
0.06976744186046512,1.1725696236446361,0.002,0.002,0.001,0.001,0.001,0.001,0.001,0.001,4.869,5.150,6.258,4.305,5.058,1.431,1.399,1.445,0.81,0.54,0.44,0.15,0.14,0.15,0.8958333333333334,300
0.06976744186046512,1.4077456108354034,0.002,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.150,6.258,4.305,5.058,1.431,1.399,1.445,1.648,0.54,0.44,0.15,0.14,0.15,0.16,0.875,300
0.06976744186046512,1.6798654382437845,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6.258,4.305,5.058,1.431,1.399,1.445,1.648,1.279,0.44,0.15,0.14,0.15,0.16,0.12,0.8541666666666666,750
0.1744186046511628,1.7674909850993394,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.305,5.058,1.431,1.399,1.445,1.648,1.279,3.124,0.15,0.14,0.15,0.16,0.12,0.34,0.8333333333333334,1200
0.27906976744186046,1.5474627651792354,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.058,1.431,1.399,1.445,1.648,1.279,3.124,6.200,0.14,0.15,0.16,0.12,0.34,0.69,0.8125,1200
0.27906976744186046,1.458906839392826,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.431,1.399,1.445,1.648,1.279,3.124,6.200,4.886,0.15,0.16,0.12,0.34,0.69,0.57,0.7916666666666666,1200
0.27906976744186046,1.275946030769226,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.399,1.445,1.648,1.279,3.124,6.200,4.886,5.830,0.16,0.12,0.34,0.69,0.57,0.55,0.7708333333333334,1200
0.27906976744186046,1.0123491799765951,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.445,1.648,1.279,3.124,6.200,4.886,5.830,6.636,0.12,0.34,0.69,0.57,0.55,0.59,0.75,1200
0.27906976744186046,0.8789647807860745,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.648,1.279,3.124,6.200,4.886,5.830,6.636,5.334,0.34,0.69,0.57,0.55,0.59,0.58,0.7291666666666666,1200
0.27906976744186046,0.6930340468157572,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.279,3.124,6.200,4.886,5.830,6.636,5.334,5.859,0.69,0.57,0.55,0.59,0.58,0.61,0.7083333333333334,1200
0.27906976744186046,0.4,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,3.124,6.200,4.886,5.830,6.636,5.334,5.859,8.570,0.57,0.55,0.59,0.58,0.61,0.67,0.6875,300
0.06976744186046512,0.6074336420635226,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6.200,4.886,5.830,6.636,5.334,5.859,8.570,1.926,0.55,0.59,0.58,0.61,0.67,0.14,0.6666666666666666,300
0.06976744186046512,0.7920020024699941,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,4.886,5.830,6.636,5.334,5.859,8.570,1.926,2.154,0.59,0.58,0.61,0.67,0.14,0.14,0.6458333333333334,300
0.06976744186046512,0.9732131149229912,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.830,6.636,5.334,5.859,8.570,1.926,2.154,2.188,0.58,0.61,0.67,0.14,0.14,0.14,0.625,300
0.06976744186046512,1.1746770062966732,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,6.636,5.334,5.859,8.570,1.926,2.154,2.188,1.985,0.61,0.67,0.14,0.14,0.14,0.15,0.6041666666666666,300
0.06976744186046512,1.3620101774030549,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.334,5.859,8.570,1.926,2.154,2.188,1.985,2.127,0.67,0.14,0.14,0.14,0.15,0.16,0.5833333333333334,300
0.06976744186046512,1.5824241164290664,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,5.859,8.570,1.926,2.154,2.188,1.985,2.127,1.796,0.14,0.14,0.14,0.15,0.16,0.14,0.5625,300
0.06976744186046512,1.8165179681070156,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,8.570,1.926,2.154,2.188,1.985,2.127,1.796,1.659,0.14,0.14,0.15,0.16,0.14,0.15,0.5416666666666666,750
0.1744186046511628,1.9086947948297013,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.926,2.154,2.188,1.985,2.127,1.796,1.659,3.078,0.14,0.15,0.16,0.14,0.15,0.39,0.5208333333333334,750
0.1744186046511628,1.973796157531412,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.154,2.188,1.985,2.127,1.796,1.659,3.078,3.349,0.15,0.16,0.14,0.15,0.39,0.39,0.5,750
0.1744186046511628,1.9750994258146162,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.188,1.985,2.127,1.796,1.659,3.078,3.349,3.987,0.16,0.14,0.15,0.39,0.39,0.34,0.4791666666666667,750
0.1744186046511628,2.029621568727199,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.985,2.127,1.796,1.659,3.078,3.349,3.987,3.455,0.14,0.15,0.39,0.39,0.34,0.35,0.4583333333333333,750
0.1744186046511628,2.1098002874894486,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,2.127,1.796,1.659,3.078,3.349,3.987,3.455,3.198,0.15,0.39,0.39,0.34,0.35,0.37,0.4375,750
0.1744186046511628,1.9991075917313963,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.796,1.659,3.078,3.349,3.987,3.455,3.198,5.107,0.39,0.39,0.34,0.35,0.37,0.42,0.4166666666666667,750
